Video Name,Scenario Level 1,Scenario Level 2,Source
00875.mp4,Driving in Lane,PV cut-in,R3_SanityCheck
00883.mp4,Driving in Lane,PV braking / slower,R3_SanityCheck
00889.mp4,Driving in Lane,Other,R3_SanityCheck
00896.mp4,Other,Add Comment,R3_SanityCheck
00897.mp4,Driving in Lane,PV cut-in,R3_SanityCheck
00370.mp4,Straight at intersection,Other vehicle on the adjacent lane,R3_SanityCheck
00372.mp4,Straight at intersection,PV Slower / Braking / Stopped,R3_SanityCheck
00373.mp4,Straight at intersection,Other vehicle on the adjacent lane,R3_SanityCheck
00376.mp4,Driving in Lane,PV cut-in,R3_SanityCheck
00378.mp4,Straight at intersection,Other vehicle on the adjacent lane,R3_SanityCheck
00380.mp4,Leaving Lane,PV @ target lane,R3_SanityCheck
00381.mp4,Driving in Lane,PV cut-in,R3_SanityCheck
00383.mp4,Driving in Lane,PV cut-in,R3_SanityCheck
00387.mp4,Driving in Lane,PV cut-in,R3_SanityCheck
00389.mp4,Leaving Lane,SV @ target lane,R3_SanityCheck
00401.mp4,Straight at intersection,Other vehicle on the adjacent lane,R3_SanityCheck
00405.mp4,Other,Add Comment,R3_SanityCheck
00414.mp4,Driving in Lane,PV cut-in,R3_SanityCheck
00415.mp4,Driving in Lane,PV cut-in,R3_SanityCheck
00420.mp4,Straight at intersection,Other vehicle approaching from front / opposite,R3_SanityCheck
00425.mp4,Driving in Lane,PV cut-in,R3_SanityCheck
00427.mp4,Other,Add Comment,R3_SanityCheck
00429.mp4,Other,Add Comment,R3_SanityCheck
00430.mp4,Driving in Lane,PV stopped,R3_SanityCheck
00431.mp4,Driving in Lane,PV braking / slower,R3_SanityCheck
00433.mp4,Turning at intersection,Other vehicle on the adjacent lane,R3_SanityCheck
00443.mp4,Leaving Lane,SV @ target lane,R3_SanityCheck
00453.mp4,Driving in Lane,PV braking / slower,R3_SanityCheck
00457.mp4,Straight at intersection,Other vehicle on the adjacent lane,R3_SanityCheck
00459.mp4,Driving in Lane,Other,R3_SanityCheck
00460.mp4,Other,Add Comment,R3_SanityCheck
00463.mp4,Driving in Lane,PV stopped,R3_SanityCheck
00466.mp4,Driving in Lane,Other,R3_SanityCheck
00467.mp4,Leaving Lane,SV @ target lane,R3_SanityCheck
00472.mp4,Straight at intersection,Other vehicle on the adjacent lane,R3_SanityCheck
00475.mp4,Driving in Lane,PV cut-in,R3_SanityCheck
00477.mp4,Driving in Lane,PV braking / slower,R3_SanityCheck
00478.mp4,Driving in Lane,Oncoming vehicle,R3_SanityCheck
00483.mp4,Straight at intersection,Other vehicle on the adjacent lane,R3_SanityCheck
00491.mp4,Driving in Lane,PV stopped,R3_SanityCheck
00497.mp4,Turning at intersection,Other vehicle on the adjacent lane,R3_SanityCheck
00502.mp4,Driving in Lane,PV braking / slower,R3_SanityCheck
00505.mp4,Leaving Lane,PV @ target lane,R3_SanityCheck
00510.mp4,Driving in Lane,PV cut-in,R3_SanityCheck
00515.mp4,Straight at intersection,Other vehicle on the adjacent lane,R3_SanityCheck
00516.mp4,Straight at intersection,Other vehicle on the adjacent lane,R3_SanityCheck
00519.mp4,Leaving Lane,SV @ target lane,R3_SanityCheck
00900.mp4,Driving in Lane,PV cut-in,R3_SanityCheck
00904.mp4,Leaving Lane,SV @ target lane,R3_SanityCheck
00911.mp4,Other,Add Comment,R3_SanityCheck
00913.mp4,Driving in Lane,PV cut-in,R3_SanityCheck
00917.mp4,Driving in Lane,PV braking / slower,R3_SanityCheck
00921.mp4,Turning at intersection,PV Slower / Braking / Stopped,R3_SanityCheck
00930.mp4,Driving in Lane,PV cut-in,R3_SanityCheck
00932.mp4,Straight at intersection,Other vehicle approaching from front / opposite,R3_SanityCheck
00952.mp4,Driving in Lane,PV cut-in,R3_SanityCheck
00953.mp4,Turning at intersection,Other vehicle on the adjacent lane,R3_SanityCheck
00954.mp4,Driving in Lane,PV braking / slower,R3_SanityCheck
00961.mp4,Driving in Lane,PV cut-in,R3_SanityCheck
00964.mp4,Driving in Lane,PV braking / slower,R3_SanityCheck
00965.mp4,Leaving Lane,SV @ target lane,R3_SanityCheck
00970.mp4,Driving in Lane,PV braking / slower,R3_SanityCheck
00979.mp4,Driving in Lane,PV braking / slower,R3_SanityCheck
00988.mp4,Driving in Lane,PV cut-out,R3_SanityCheck
00991.mp4,Driving in Lane,PV cut-in,R3_SanityCheck
00998.mp4,Driving in Lane,PV cut-in,R3_SanityCheck
01000.mp4,Straight at intersection,Other vehicle approaching from side,R3_SanityCheck
01003.mp4,Driving in Lane,PV braking / slower,R3_SanityCheck
01004.mp4,Driving in Lane,PV braking / slower,R3_SanityCheck
01016.mp4,Driving in Lane,PV cut-in,R3_SanityCheck
01020.mp4,Straight at intersection,Other vehicle on the adjacent lane,R3_SanityCheck
01031.mp4,Leaving Lane,SV @ target lane,R3_SanityCheck
01035.mp4,Driving in Lane,PV cut-in,R3_SanityCheck
01036.mp4,Straight at intersection,PV Slower / Braking / Stopped,R3_SanityCheck
01037.mp4,Turning at intersection,PV Slower / Braking / Stopped,R3_SanityCheck
