Annotator,Video Name,Category,Scenario Level 1,Scenario Level 2,Ego_X,Ego_Y,Ego_Angle,Other_X,Other_Y,Other_Angle,Target not visible,Ego Emergency Maneuver Required,Unexpected Maneuver,Night or Low Light,Rain/Snow/Fog,Cyclist/Scooter Involved,Pedestrian Involved,Nothing Special Observed,Comment
Stijn,00599.mp4,near-miss,Driving in Lane,PV stopped,85,162,90,85,70,90,False,False,False,False,False,False,False,True,
Stijn,00600.mp4,near-miss,Driving in Lane,PV stopped,85,156,90,85,70,90,False,False,False,False,False,False,False,True,
Stijn,00601.mp4,near-miss,Driving in Lane,PV stopped,86,156,90,85,70,90,False,False,False,False,False,False,False,True,
Stijn,00602.mp4,near-miss,Driving in Lane,PV cut-in,42,127,90,81,95,110.40988283380399,False,False,False,False,False,False,False,True,
Stijn,00603.mp4,near-miss,Driving in Lane,PV cut-in,42,124,90,85,70,114.44395478041653,False,False,False,False,False,False,False,True,
Stijn,00604.mp4,near-miss,Leaving Lane,SV @ target lane,146,140,111.31791227546155,85,113,71.17528998175993,False,False,False,False,False,False,False,True,
Stijn,00605.mp4,near-miss,Straight at intersection,Other vehicle approaching from side,127,158,90,67,96,0.0,False,False,False,False,False,False,False,True,
Stijn,00606.mp4,near-miss,Other,Add Comment,165,120,90,85,70,90,False,False,False,False,False,False,False,True,attempt by ego vehicle to scare driver pv1 and then almost hitting pv2
Stijn,00607.mp4,near-miss,Driving in Lane,PV cut-out,114,156,90,72,84,128.6598082540901,False,False,False,False,False,False,False,True,slow cut-out of pv
Stijn,00608.mp4,near-miss,Driving in Lane,PV stopped,85,156,90,85,70,90,False,False,False,True,False,False,False,True,
Stijn,00609.mp4,near-miss,Driving in Lane,Oncoming vehicle,82,164,90,96,81,218.85337434035333,False,False,False,False,False,False,False,True,
Stijn,00610.mp4,near-miss,Driving in Lane,PV cut-in,90,158,90,85,70,90,False,False,False,True,False,False,True,False,
Stijn,00611.mp4,near-miss,Driving in Lane,PV cut-in,117,166,90,79,128,59.85861444792466,False,False,False,False,True,False,False,False,
Stijn,00613.mp4,near-miss,Driving in Lane,PV cut-in,86,147,90,127,113,110.55604521958347,False,False,False,False,False,False,False,True,
Stijn,00614.mp4,near-miss,Driving in Lane,PV cut-in,92,173,90,122,117,136.21887523513132,False,False,False,True,False,False,False,False,
Stijn,00617.mp4,near-miss,Driving in Lane,PV cut-in,139,125,90,102,73,68.4985656759521,False,False,False,True,False,False,False,False,
Stijn,00618.mp4,near-miss,Driving in Lane,PV cut-in,124,128,90,85,70,74.05460409907715,False,False,False,True,True,False,False,False,
Stijn,00621.mp4,near-miss,Turning at intersection,Other,130,126,79.91940201245768,98,70,50.792796495032164,False,False,False,False,False,False,False,True,SV Cut in
Stijn,00622.mp4,near-miss,Driving in Lane,PV braking / slower,85,150,90,85,70,90,False,False,False,True,False,False,False,False,
Stijn,00623.mp4,near-miss,Driving in Lane,Other,142,113,90,99,96,72.12130340415867,True,False,False,False,False,False,False,False,SV cut-in
Stijn,00624.mp4,near-miss,Straight at intersection,Other vehicle approaching from side,112,160,90,179,93,180.0,False,False,False,True,False,False,False,False,
Stijn,00625.mp4,near-miss,Driving in Lane,Other,43,106,90,85,70,90,False,False,False,False,True,False,False,False,parked car door opening
Stijn,00626.mp4,near-miss,Leaving Lane,Oncoming vehicle,166,154,138.21548399174821,50,115,318.31094151461144,False,False,False,False,False,False,False,True,both driver attempt u-turn and almost collide head-on
Stijn,00627.mp4,near-miss,Driving in Lane,Other,165,120,90,85,70,90,False,False,False,False,False,False,False,True,parked vehicle in adjacent lane exits into ego driving lane
Stijn,00629.mp4,near-miss,Turning at intersection,Other vehicle approaching from front / opposite,119,171,151.15733986458793,85,70,269.0122396003602,False,False,False,True,False,False,False,False,
Stijn,00630.mp4,near-miss,Turning at intersection,PV Slower / Braking / Stopped,119,157,99.86580694308438,85,70,119.1676133795778,False,False,False,True,False,False,False,False,
Stijn,00633.mp4,near-miss,Driving in Lane,PV cut-in,117,148,90,85,70,12.094757077012101,False,False,False,True,False,False,False,False,
Stijn,00634.mp4,near-miss,Straight at intersection,Other vehicle approaching from side,100,160,90,138,99,165.57922687248902,False,False,False,True,True,False,False,False,
Stijn,00635.mp4,near-miss,Leaving Lane,RV @ target lane,117,128,161.30101719581887,61,176,90,True,False,False,False,False,False,False,False,
Stijn,00636.mp4,near-miss,Driving in Lane,PV braking / slower,87,157,90,85,70,90,False,False,False,True,False,False,False,False,
Stijn,00637.mp4,near-miss,Driving in Lane,PV cut-in,49,134,90,85,70,103.3924977537511,False,False,False,False,False,False,False,True,
Stijn,00638.mp4,near-miss,Straight at intersection,Other vehicle approaching from front / opposite,115,161,90,85,70,307.5685920288275,False,False,False,False,False,False,False,True,
Stijn,00639.mp4,near-miss,Driving in Lane,PV braking / slower,90,156,94.28915332881903,85,70,90,False,False,False,False,False,False,False,True,
Stijn,00640.mp4,near-miss,Driving in Lane,PV cut-in,39,132,90,85,70,115.76932762433871,False,False,False,False,False,False,False,True,
Stijn,00641.mp4,near-miss,Driving in Lane,PV stopped,91,155,90,85,70,90,False,False,False,False,False,False,False,True,
Stijn,00642.mp4,near-miss,Turning at intersection,PV Slower / Braking / Stopped,70,153,90,85,70,69.77514056883192,False,False,False,True,False,False,True,False,
Stijn,00643.mp4,near-miss,Leaving Lane,SV @ target lane,116,172,117.699472808055,57,105,65.55604521958347,False,False,False,True,False,False,False,False,sv leaving lane as well
Stijn,00644.mp4,near-miss,Driving in Lane,PV cut-in,115,159,90,69,107,73.14160123226172,False,False,False,False,False,False,False,True,
Stijn,00645.mp4,near-miss,Driving in Lane,PV braking / slower,62,150,90,85,70,90,False,False,False,False,False,False,False,True,
Stijn,00647.mp4,near-miss,Driving in Lane,PV cut-in,54,149,90,97,102,137.12109639666144,False,False,False,True,False,False,False,False,
Stijn,00648.mp4,near-miss,Leaving Lane,PV @ target lane,84,164,90,85,70,90,False,False,False,True,False,False,False,False,
Stijn,00650.mp4,near-miss,Driving in Lane,PV braking / slower,85,156,90,85,70,90,False,False,False,True,False,False,False,False,
Stijn,00651.mp4,near-miss,Straight at intersection,PV Slower / Braking / Stopped,89,155,90,85,70,90,False,False,False,True,False,False,False,False,
Stijn,00652.mp4,near-miss,Leaving Lane,SV @ target lane,41,128,79.99202019855866,85,70,105.94539590092286,False,False,False,True,False,False,False,False,
Stijn,00653.mp4,near-miss,Driving in Lane,PV cut-in,43,123,90,85,70,112.61986494804043,False,False,False,False,False,False,False,True,
Stijn,00655.mp4,near-miss,Turning at intersection,Other vehicle approaching from side,121,132,90,85,70,1.193489423982035,False,False,False,False,False,False,False,True,
Stijn,00656.mp4,near-miss,Straight at intersection,Other vehicle approaching from side,131,150,90,89,97,63.43494882292201,False,False,False,True,False,False,False,False,
Stijn,00657.mp4,near-miss,Straight at intersection,Other vehicle approaching from front / opposite,105,142,92.38594403038883,48,65,347.9052429229879,False,False,False,False,False,False,False,True,
Stijn,00658.mp4,near-miss,Driving in Lane,PV cut-in,40,136,90,85,70,107.96913974015703,False,False,False,False,False,False,False,True,
Stijn,00659.mp4,near-miss,Straight at intersection,Other vehicle approaching from side,81,155,90,127,94,168.6900675259798,False,False,False,True,False,False,False,False,
Stijn,00660.mp4,near-miss,Driving in Lane,PV cut-in,128,143,90,95,93,46.16913932790742,False,False,False,False,False,False,False,True,
Stijn,00661.mp4,near-miss,Straight at intersection,Other vehicle approaching from side,86,151,90.0,124,103,130.15599962491933,False,False,False,False,False,False,False,True,
Stijn,00663.mp4,near-miss,Leaving Lane,SV @ target lane,55,129,74.53878225955809,103,82,107.5924245621816,False,False,False,False,False,False,False,True,
Stijn,00664.mp4,near-miss,Driving in Lane,PV cut-in,122,145,90,88,76,64.23067237566129,False,False,False,True,False,False,False,False,
Stijn,00665.mp4,near-miss,Turning at intersection,PV Slower / Braking / Stopped,92,162,90,85,70,90,False,False,False,True,False,False,False,False,
Stijn,00666.mp4,near-miss,Leaving Lane,Object,115,154,66.97450799147197,85,70,145.00797980144134,False,False,False,True,False,False,False,False,"accident vehicle in original lane, therefore brake and leave lane"
Stijn,00667.mp4,near-miss,Leaving Lane,SV @ target lane,137,135,102.80426606528675,85,70,76.6075022462489,False,False,False,False,False,False,False,True,
Stijn,00668.mp4,near-miss,Driving in Lane,PV cut-in,131,131,90,85,70,65.77225468204583,False,False,False,True,False,False,False,False,
Stijn,00669.mp4,near-miss,Straight at intersection,Other,174,167,90,30,40,90,False,False,False,False,False,False,True,False,late brake for pedestrian
Stijn,00670.mp4,near-miss,Leaving Lane,SV @ target lane,112,117,65.55604521958347,85,70,55.37584492005105,False,False,False,False,False,False,False,True,
Stijn,00671.mp4,near-miss,Driving in Lane,PV braking / slower,84,151,90,85,70,90,False,False,False,True,False,False,False,False,
Stijn,00673.mp4,near-miss,Straight at intersection,Other vehicle approaching from side,98,128,90,167,73,181.06091169026422,True,False,False,False,False,False,False,False,
Stijn,00674.mp4,near-miss,Driving in Lane,PV braking / slower,135,112,90,87,97,69.27444113443946,False,False,False,True,False,False,False,False,"Ego attempt to overtake slower vehicle, then has to abort due to almost impact with guard rail"
Stijn,00675.mp4,near-miss,Driving in Lane,PV cut-in,133,120,90,85,70,66.37062226934319,False,False,False,True,False,False,False,False,
Stijn,00677.mp4,near-miss,Straight at intersection,Other vehicle on the adjacent lane,57,123,90,110,73,141.34019174590992,False,False,False,False,True,False,False,False,
Stijn,00678.mp4,near-miss,Driving in Lane,Other,165,120,90,85,70,90,False,False,False,False,False,False,False,True,not possible to judge due to incident occur in blurred area
Stijn,00682.mp4,near-miss,Straight at intersection,Other vehicle approaching from side,140,119,90,85,70,36.86989764584402,False,False,False,True,False,False,False,False,
Stijn,00683.mp4,near-miss,Driving in Lane,Oncoming vehicle,92,149,90,88,87,195.4612177404419,False,False,False,False,False,False,False,True,
Stijn,00684.mp4,near-miss,Driving in Lane,PV cut-in,165,120,90,121,85,66.03751102542182,False,False,False,True,True,False,False,False,
Stijn,00686.mp4,near-miss,Driving in Lane,PV cut-in,165,120,90,105,94,62.850318302216834,False,False,False,False,False,False,False,True,double: pv and sv cut-in
Stijn,00687.mp4,near-miss,Turning at intersection,Other vehicle on the adjacent lane,91,146,117.18111108547723,106,86,160.01689347810003,False,False,False,False,False,False,False,True,
Stijn,00688.mp4,near-miss,Straight at intersection,PV Slower / Braking / Stopped,95,160,90,82,78,115.46334506187162,False,False,False,True,False,False,False,False,
Stijn,00690.mp4,near-miss,Straight at intersection,Other vehicle approaching from front / opposite,110,153,90,85,70,321.1155035662854,False,False,False,True,False,False,False,False,
Stijn,00691.mp4,near-miss,Driving in Lane,PV braking / slower,86,161,90,85,70,90,False,False,False,True,True,False,False,False,
Stijn,00692.mp4,near-miss,Driving in Lane,PV braking / slower,86,161,90,85,70,90,False,False,False,False,False,False,False,True,
Stijn,00693.mp4,near-miss,Driving in Lane,Other,42,119,90,85,70,90,False,False,False,False,False,False,False,True,parked vehicle door opening
Stijn,00694.mp4,near-miss,Turning at intersection,PV Slower / Braking / Stopped,85,178,70.01689347810003,118,104,48.50353164478446,False,False,False,True,False,False,False,False,
Stijn,00695.mp4,near-miss,Turning at intersection,Other vehicle on the adjacent lane,132,132,80.53767779197439,103,71,31.759480084812793,False,False,False,True,False,False,False,False,
Stijn,00696.mp4,near-miss,Straight at intersection,PV Slower / Braking / Stopped,88,147,90,104,74,62.24145939893998,False,False,False,False,False,False,True,False,
Stijn,00697.mp4,near-miss,Leaving Lane,SV @ target lane,130,116,98.47114463301483,85,70,82.72499504211075,True,False,False,False,False,False,False,False,
Stijn,00698.mp4,near-miss,Driving in Lane,PV cut-in,141,121,90,85,70,59.82647997035567,False,False,False,True,False,False,False,False,
Stijn,00699.mp4,near-miss,Leaving Lane,SV @ target lane,142,127,78.46537934635528,108,85,57.094757077012105,False,False,False,True,False,False,False,False,
Stijn,00700.mp4,near-miss,Driving in Lane,PV cut-in,132,129,90,85,70,39.66784111834045,False,False,False,True,False,False,False,False,
Stijn,00701.mp4,near-miss,Driving in Lane,PV cut-in,40,110,90,85,70,111.1247191460725,False,False,False,False,False,False,False,True,
Stijn,00702.mp4,near-miss,Driving in Lane,PV braking / slower,84,152,90,85,70,90,False,False,False,False,False,False,False,True,
Stijn,00703.mp4,near-miss,Driving in Lane,PV braking / slower,86,157,90,85,70,90,False,False,False,True,False,False,False,False,
Stijn,00704.mp4,near-miss,Driving in Lane,PV cut-in,86,151,90,58,93,40.36453657309736,False,False,False,True,False,False,False,False,
Stijn,00705.mp4,near-miss,Driving in Lane,PV cut-in,83,154,90,50,102,29.74488129694222,False,False,False,False,True,False,False,False,
Stijn,00707.mp4,near-miss,Driving in Lane,PV cut-in,90,160,90,99,88,170.24757505834623,False,False,False,True,False,False,False,False,pv runaway from cops
Stijn,00709.mp4,near-miss,Straight at intersection,Other vehicle approaching from side,84,157,90,144,89,181.73570458892837,False,False,False,False,False,False,False,True,
Stijn,00710.mp4,near-miss,Straight at intersection,PV Slower / Braking / Stopped,83,159,90,85,70,90,False,False,False,True,False,False,False,False,
Stijn,00712.mp4,near-miss,Straight at intersection,Other vehicle approaching from side,89,149,90,137,85,180.0,False,False,False,True,False,False,False,False,
Stijn,00713.mp4,near-miss,Driving in Lane,PV cut-in,39,122,90,85,70,137.20259816176582,False,False,False,True,False,False,False,False,
Stijn,00714.mp4,near-miss,Driving in Lane,PV cut-in,122,120,90,85,70,69.77514056883192,False,False,False,True,False,False,False,False,
Stijn,00715.mp4,near-miss,Straight at intersection,Other vehicle approaching from side,124,155,90,69,95,2.2025981617658053,False,False,False,False,False,False,False,True,parking lot
Stijn,00719.mp4,near-miss,Turning at intersection,PV Slower / Braking / Stopped,84,153,90,85,70,90,False,False,False,False,False,False,False,True,
Stijn,00722.mp4,near-miss,Driving in Lane,PV stopped,84,153,90,85,70,90,False,False,False,True,False,False,False,False,
Stijn,00723.mp4,near-miss,Driving in Lane,PV cut-in,117,153,90,76,111,75.25643716352927,False,False,False,True,False,False,False,False,
Stijn,00725.mp4,near-miss,Driving in Lane,PV braking / slower,89,156,90,85,70,90,False,False,False,False,False,False,False,True,
Stijn,00727.mp4,near-miss,Straight at intersection,Other vehicle approaching from side,108,162,90,44,107,0.0,False,False,False,False,False,False,False,True,
Stijn,00729.mp4,near-miss,Driving in Lane,PV braking / slower,84,158,90,85,70,90,False,False,False,False,False,False,False,True,
Stijn,00730.mp4,near-miss,Driving in Lane,PV cut-in,123,125,90,85,70,74.6237487511738,False,False,False,False,False,False,False,True,
Stijn,00731.mp4,near-miss,Driving in Lane,PV stopped,85,153,90,85,70,90,False,False,False,False,False,False,False,True,
Stijn,00733.mp4,near-miss,Driving in Lane,PV cut-in,85,145,90.0,117,79,107.96913974015703,False,False,False,False,False,False,False,True,
Stijn,00734.mp4,near-miss,Leaving Lane,PV @ target lane,88,153,90,85,70,90,False,False,False,True,True,False,False,False,
Stijn,00735.mp4,near-miss,Driving in Lane,PV cut-in,133,129,90,106,71,65.55604521958347,False,False,False,False,False,False,False,True,
Stijn,00737.mp4,near-miss,Straight at intersection,Other vehicle approaching from side,90,160,92.12109639666146,142,105,181.39718102729637,False,False,False,False,False,False,False,True,
Stijn,00739.mp4,near-miss,Driving in Lane,PV cut-in,150,110,90,190,69,105.59281093926634,False,False,False,True,False,False,False,False,
Stijn,00740.mp4,near-miss,Straight at intersection,Other vehicle approaching from side,86,151,90,141,99,164.21924669048462,False,False,False,False,False,False,False,True,
Stijn,00741.mp4,near-miss,Straight at intersection,Other vehicle on the adjacent lane,127,128,90,85,70,59.03624346792648,False,False,False,True,False,False,False,False,
Stijn,00742.mp4,near-miss,Straight at intersection,Other vehicle approaching from front / opposite,122,156,118.92642583525362,85,70,268.8766972859246,False,False,False,True,False,False,False,False,
Stijn,00744.mp4,near-miss,Driving in Lane,PV cut-in,130,114,90,85,70,71.96571443287014,False,False,False,False,False,False,False,True,
Stijn,00745.mp4,near-miss,Driving in Lane,PV cut-in,165,120,90,120,75,74.6237487511738,False,False,False,True,False,False,False,False,
Stijn,00747.mp4,near-miss,Driving in Lane,PV cut-in,165,120,90,126,85,75.06858282186245,False,False,False,False,False,False,False,True,
Stijn,00748.mp4,near-miss,Driving in Lane,PV cut-in,44,125,90,85,70,110.55604521958347,False,False,False,False,False,False,False,True,
Stijn,00750.mp4,near-miss,Driving in Lane,PV cut-in,42,114,90,85,70,111.80140948635182,False,False,False,True,False,False,False,False,
Stijn,00751.mp4,near-miss,Straight at intersection,Other vehicle approaching from side,118,154,90,72,88,1.507435758774968,False,False,False,False,False,False,False,True,
Stijn,00753.mp4,near-miss,Leaving Lane,PV @ target lane,83,148,90,85,70,90,False,False,False,False,False,False,False,True,
Stijn,00754.mp4,near-miss,Leaving Lane,PV @ target lane,69,155,75.46554491945989,85,70,90,False,False,False,False,False,False,False,True,
Stijn,00755.mp4,near-miss,Driving in Lane,PV cut-in,43,126,90,85,70,116.56505117707799,False,False,False,True,False,False,False,False,
Stijn,00757.mp4,near-miss,Driving in Lane,PV cut-in,46,119,90,85,70,104.85861444792467,False,False,False,True,False,False,False,False,
Stijn,00758.mp4,near-miss,Driving in Lane,Oncoming vehicle,99,156,90,51,89,347.31961650818016,False,False,False,False,False,False,False,True,PV vehicle u-turn towards ego
Stijn,00761.mp4,near-miss,Straight at intersection,Other vehicle approaching from side,73,140,92.29061004263853,121,86,163.88658176691072,False,False,False,False,False,False,False,True,
Stijn,00762.mp4,near-miss,Driving in Lane,PV stopped,89,153,90,85,70,90,False,False,False,True,False,False,False,False,
Stijn,00763.mp4,near-miss,Driving in Lane,PV cut-in,43,123,90,85,70,126.02737338510362,False,False,False,True,True,False,False,False,
Stijn,00765.mp4,near-miss,Driving in Lane,PV cut-in,118,125,90,85,70,67.5205656028969,False,False,False,False,False,False,False,True,
Stijn,00766.mp4,near-miss,Straight at intersection,Other vehicle approaching from side,62,126,90,101,73,149.34933204294714,False,False,False,False,False,False,False,True,
Stijn,00769.mp4,near-miss,Driving in Lane,PV cut-in,39,112,90,85,70,111.25050550713325,False,False,False,True,False,False,False,False,
