Annotator,Video Name,Category,Scenario Level 1,Scenario Level 2,Ego_X,Ego_Y,Ego_Angle,Other_X,Other_Y,Other_Angle,Target not visible,Ego Emergency Maneuver Required,Unexpected Maneuver,Night or Low Light,Rain/Snow/Fog,Cyclist/Scooter Involved,Pedestrian Involved,Nothing Special Observed,Comment
Saeed Rahmani,00239.mp4,accident,Turning at intersection,Other vehicle on the adjacent lane,95,67,62.560272051800695,144,69,90,True,False,False,True,False,False,False,False,
Saeed Rahmani,00240.mp4,accident,Driving in Lane,PV braking / slower,122,127,90,109,58,90,False,False,False,False,False,False,False,True,
Saeed Rahmani,00250.mp4,accident,Driving in Lane,PV braking / slower,112,110,90,112,42,90,True,False,False,False,False,False,False,False,The camera is facing up and the taget vehicle was barely visible
Saeed Rahmani,00253.mp4,accident,Other,Add Comment,104,116,90,134,47,66.29735404903377,False,False,False,False,False,False,False,True,Target Vehicle reversing for parking
Saeed Rahmani,00256.mp4,accident,Leaving Lane,PV @ target lane,108,120,117.82409638425325,108,45,90,False,False,False,False,False,False,False,True,
Saeed Rahmani,00260.mp4,accident,Straight at intersection,Other vehicle on the adjacent lane,162,115,90,124,83,62.87869659584134,False,False,False,True,False,False,False,False,
Saeed Rahmani,00262.mp4,accident,Driving in Lane,PV braking / slower,103,113,90,103,44,90,False,False,False,True,False,False,False,False,
Saeed Rahmani,00263.mp4,accident,Turning at intersection,Other vehicle on the adjacent lane,98,82,66.5014343240479,146,74,90,False,False,False,True,False,False,False,False,
Saeed Rahmani,00265.mp4,accident,Driving in Lane,PV braking / slower,106,123,90,106,55,90,False,False,False,False,False,False,False,True,
Saeed Rahmani,00269.mp4,accident,Straight at intersection,Other vehicle approaching from side,84,68,90,138,60,180.0,False,True,True,True,False,False,False,False,
Saeed Rahmani,00276.mp4,accident,Straight at intersection,PV Slower / Braking / Stopped,107,110,90,107,44,90,False,False,False,False,False,False,False,True,
Saeed Rahmani,00282.mp4,accident,Turning at intersection,PV Slower / Braking / Stopped,120,104,86.18592516570965,157,42,61.29404745659892,False,False,False,False,False,False,False,True,
Saeed Rahmani,00283.mp4,accident,Other,Add Comment,101,100,90,136,57,144.32359177813802,False,False,False,True,False,False,False,False,Other vehicle making a u-turn on a rural road
Saeed Rahmani,00284.mp4,accident,Straight at intersection,Other vehicle approaching from front / opposite,105,98,90.0,92,33,326.30993247402023,False,True,True,False,False,False,False,False,
Saeed Rahmani,00287.mp4,accident,Leaving Lane,PV @ target lane,139,108,111.37062226934319,101,44,90,True,False,False,False,False,False,False,False,Camera facing up and the target vehicle not visible clearly
Saeed Rahmani,00288.mp4,near-miss,Driving in Lane,Other,128,65,90,89,66,90,True,False,True,False,False,False,True,False,Passenger of the target vehicle openning the door suddenly
Saeed Rahmani,00289.mp4,accident,Straight at intersection,Other vehicle approaching from side,138,90,90,133,39,180.0,False,True,True,True,False,False,False,False,
Saeed Rahmani,00290.mp4,accident,Driving in Lane,PV braking / slower,102,111,90,103,43,90,False,False,False,False,False,False,False,True,
Saeed Rahmani,00292.mp4,near-miss,Driving in Lane,PV cut-in,127,123,90,125,45,59.82647997035567,False,False,False,False,False,False,False,True,
Saeed Rahmani,00296.mp4,accident,Turning at intersection,Other vehicle on the adjacent lane,124,123,90,104,62,51.84277341263094,True,True,True,False,False,False,False,False,
Saeed Rahmani,00302.mp4,accident,Driving in Lane,PV cut-in,121,112,90,125,41,87.70938995736148,False,True,False,False,False,False,False,False,
Saeed Rahmani,00308.mp4,accident,Driving in Lane,PV braking / slower,103,109,90,103,42,90,False,False,False,True,False,False,False,False,
Saeed Rahmani,00309.mp4,accident,Driving in Lane,Other,165,120,90,85,70,90,False,True,True,False,False,False,False,False,Passenger of the target vehicle openning the door of vehicle suddenly
Saeed Rahmani,00318.mp4,accident,Driving in Lane,Oncoming vehicle,118,118,90,99,52,329.6887867733184,True,True,True,False,False,False,False,False,Vehicle of the oncoming vehicle making a weird u-turn or left-turn in fron of ego
Saeed Rahmani,00326.mp4,accident,Driving in Lane,PV cut-in,146,109,88.83086067209258,111,64,75.96375653207353,True,True,True,False,False,False,False,False,
Saeed Rahmani,00336.mp4,accident,Driving in Lane,PV cut-in,129,118,90,99,59,76.26373169437744,True,True,True,True,False,False,False,False,
Saeed Rahmani,00341.mp4,accident,Turning at intersection,PV Slower / Braking / Stopped,100,94,81.86989764584403,146,39,52.54942176826328,False,False,False,False,False,False,False,True,
Saeed Rahmani,00342.mp4,accident,Driving in Lane,Other,93,93,90,131,70,90,False,True,True,False,False,False,False,False,Passenger of the target vehicle openning their door.
Saeed Rahmani,00343.mp4,accident,Driving in Lane,PV braking / slower,106,117,90,107,50,90,False,False,False,False,False,False,False,True,
Saeed Rahmani,00344.mp4,accident,Driving in Lane,PV braking / slower,117,114,90,116,45,90,False,False,False,False,False,False,False,True,
Saeed Rahmani,00349.mp4,near-miss,Driving in Lane,PV braking / slower,128,124,102.0947570770121,112,51,109.5731258304102,False,True,False,False,False,False,False,False,
Saeed Rahmani,00351.mp4,accident,Driving in Lane,PV cut-in,128,92,90,85,70,67.55724663470565,True,False,True,False,False,False,False,False,
Saeed Rahmani,00353.mp4,accident,Turning at intersection,Other vehicle on the adjacent lane,121,102,96.63251461513848,85,70,59.743562836470744,True,False,False,True,True,False,False,False,
Saeed Rahmani,00361.mp4,accident,Driving in Lane,PV braking / slower,117,98,90,117,30,90,False,False,False,False,False,False,False,True,
Saeed Rahmani,00362.mp4,accident,Driving in Lane,PV braking / slower,111,117,90,111,49,90,False,False,False,False,True,False,False,False,
Saeed Rahmani,00363.mp4,accident,Driving in Lane,PV braking / slower,114,109,90,115,43,90,False,False,False,False,False,False,False,True,
Saeed Rahmani,00529.mp4,accident,Driving in Lane,PV cut-in,140,123,90,118,55,90,False,False,False,False,False,False,False,True,
Saeed Rahmani,00533.mp4,accident,Leaving Lane,PV @ target lane,127,123,103.3924977537511,96,56,90,True,False,False,True,False,False,False,False,
Saeed Rahmani,00538.mp4,accident,Driving in Lane,Other,124,116,90,115,43,113.355564859286,False,False,False,False,False,False,False,True,PV reversing to park
Saeed Rahmani,00539.mp4,accident,Driving in Lane,PV cut-in,114,125,90,129,50,105.25511870305779,True,True,False,False,False,False,False,False,Camera facing up and the target vehicle not visible clearly
Saeed Rahmani,00541.mp4,accident,Turning at intersection,Other vehicle approaching from front / opposite,121,106,143.65254179111471,88,38,270.0,True,True,True,False,False,False,False,False,
Saeed Rahmani,00546.mp4,accident,Driving in Lane,Other,97,82,90,137,62,90,True,True,True,True,False,False,False,False,Passenger of the target vehicle openning their door
Saeed Rahmani,00551.mp4,accident,Turning at intersection,Other vehicle approaching from front / opposite,62,96,160.97439396243132,85,45,270.0,False,False,False,False,False,False,False,True,
Saeed Rahmani,00554.mp4,accident,Driving in Lane,PV braking / slower,103,125,90,121,54,90,False,False,False,False,False,False,False,True,
Saeed Rahmani,00558.mp4,near-miss,Driving in Lane,PV cut-in,104,77,79.15969454566944,164,51,129.0938588862295,True,True,True,False,True,False,False,False,
Saeed Rahmani,00563.mp4,near-miss,Driving in Lane,Other,85,91,90,127,70,90,True,True,True,True,False,False,False,False,Passenger of the target vehicle openning their door
Saeed Rahmani,00565.mp4,near-miss,Driving in Lane,PV cut-in,144,129,90,115,53,72.2995722113328,False,True,True,True,False,False,False,False,
Saeed Rahmani,00566.mp4,near-miss,Turning at intersection,Other vehicle on the adjacent lane,99,59,59.23728046576109,149,61,70.3461759419467,True,True,True,False,False,False,False,False,
Saeed Rahmani,00568.mp4,near-miss,Leaving Lane,PV @ target lane,98,108,98.84181456019168,129,58,120.17352002964432,False,True,True,False,False,False,False,False,
Saeed Rahmani,00571.mp4,near-miss,Turning at intersection,Other vehicle on the adjacent lane,97,120,86.49646835521554,126,43,106.82140989004083,True,True,True,False,False,False,False,False,
Saeed Rahmani,00581.mp4,near-miss,Straight at intersection,Other vehicle on the adjacent lane,162,122,90,117,71,68.19859051364818,False,True,True,True,False,False,False,False,
Saeed Rahmani,00584.mp4,near-miss,Leaving Lane,Other,165,120,90,85,70,90,False,True,True,False,False,False,False,False,PV also leaving for the target lane at the same time
Saeed Rahmani,00589.mp4,near-miss,Driving in Lane,PV braking / slower,103,118,90,103,44,90,False,False,False,False,False,False,False,True,
Saeed Rahmani,00591.mp4,near-miss,Turning at intersection,Other vehicle on the adjacent lane,150,99,84.17365797044422,105,56,61.189206257026946,False,True,True,False,False,False,False,False,
Saeed Rahmani,00592.mp4,near-miss,Turning at intersection,Other vehicle on the adjacent lane,105,109,107.52556837372288,127,55,124.79602627826831,True,True,False,True,False,False,False,False,
Saeed Rahmani,00593.mp4,near-miss,Straight at intersection,PV Slower / Braking / Stopped,104,111,90.0,140,39,71.96571443287014,False,True,False,False,True,False,False,False,
Saeed Rahmani,00594.mp4,near-miss,Driving in Lane,PV braking / slower,110,127,90,110,53,90,False,True,False,True,False,False,False,False,
Saeed Rahmani,00597.mp4,near-miss,Driving in Lane,PV braking / slower,165,120,90,85,70,90,True,False,False,False,False,False,False,False,The camera is facing up and the target vehicle was not visible
Saeed Rahmani,00598.mp4,near-miss,Driving in Lane,PV cut-in,92,120,90,138,72,118.30075576600638,False,True,True,False,False,False,False,False,
Saeed Rahmani,00604.mp4,near-miss,Leaving Lane,SV @ target lane,149,90,109.05770451012833,85,70,70.3461759419467,False,True,True,False,False,False,False,False,
Saeed Rahmani,00606.mp4,near-miss,Leaving Lane,PV @ target lane,149,117,102.38075692880719,100,49,90,False,False,False,True,False,False,False,False,
Saeed Rahmani,00609.mp4,near-miss,Straight at intersection,Other vehicle approaching from side,111,116,90,108,39,189.86580694308435,True,True,True,False,False,False,False,False,
Saeed Rahmani,00611.mp4,near-miss,Driving in Lane,PV cut-in,137,106,90,95,57,65.13630342824813,True,True,True,False,True,False,False,False,
Saeed Rahmani,00614.mp4,near-miss,Straight at intersection,Other vehicle on the adjacent lane,100,114,90,135,60,104.03624346792648,False,True,True,True,False,False,False,False,
Saeed Rahmani,00621.mp4,near-miss,Driving in Lane,PV braking / slower,90,124,90,91,48,90,False,False,False,False,False,False,False,True,
Saeed Rahmani,00623.mp4,near-miss,Turning at intersection,Other vehicle on the adjacent lane,140,112,90,111,48,57.03059609653788,True,True,True,False,False,False,False,False,
Saeed Rahmani,00626.mp4,near-miss,Other,Add Comment,124,114,142.59464336859145,45,41,323.53076560994816,True,False,True,False,False,False,False,False,The ego making a u-turn while another vehicle on the opposite lane also making a turn
Saeed Rahmani,00627.mp4,near-miss,Driving in Lane,PV cut-in,116,104,90,154,55,123.02386755579664,False,True,True,False,False,False,False,False,The target vehicle coming out of parking
Saeed Rahmani,00630.mp4,near-miss,Turning at intersection,PV Slower / Braking / Stopped,131,115,122.0053832080835,87,49,119.74488129694222,False,True,True,True,False,False,False,False,
Saeed Rahmani,00635.mp4,near-miss,Leaving Lane,RV @ target lane,142,88,124.90249561592474,94,125,90,True,True,False,False,False,False,False,False,
Saeed Rahmani,00636.mp4,near-miss,Driving in Lane,PV braking / slower,103,128,90,102,51,90,False,True,False,True,False,False,False,False,
Saeed Rahmani,00638.mp4,near-miss,Straight at intersection,Other vehicle approaching from side,124,131,104.03624346792648,68,66,1.4320961841646465,False,True,False,True,False,False,False,False,
Saeed Rahmani,00643.mp4,near-miss,Driving in Lane,PV cut-in,127,127,90,114,47,65.46227152342222,True,True,True,True,False,False,False,False,
Saeed Rahmani,00645.mp4,near-miss,Driving in Lane,PV braking / slower,100,135,90,115,55,90,False,True,True,False,False,False,False,False,
Saeed Rahmani,00648.mp4,near-miss,Driving in Lane,PV cut-in,108,129,90,116,38,103.76078511179124,False,True,True,True,False,False,False,False,
Saeed Rahmani,00650.mp4,near-miss,Driving in Lane,PV braking / slower,110,124,90,111,49,90,False,True,False,True,False,False,False,False,
Saeed Rahmani,00651.mp4,near-miss,Driving in Lane,PV braking / slower,112,119,90,112,38,90,False,False,False,True,False,False,False,False,
Saeed Rahmani,00652.mp4,near-miss,Leaving Lane,SV @ target lane,86,81,77.82854179141253,143,49,99.61972779969886,False,True,True,True,False,False,False,False,
Saeed Rahmani,00656.mp4,near-miss,Driving in Lane,PV cut-in,159,112,90,117,60,67.96377305985456,False,True,True,True,False,False,False,False,
Saeed Rahmani,00659.mp4,near-miss,Turning at intersection,Other vehicle approaching from side,118,105,90,116,43,180.0,True,True,False,True,False,False,False,False,
Saeed Rahmani,00661.mp4,near-miss,Straight at intersection,Other vehicle on the adjacent lane,114,112,90,152,56,125.39479584498706,False,True,True,False,False,False,False,False,
Saeed Rahmani,00666.mp4,near-miss,Driving in Lane,PV stopped,105,132,90,103,44,90,False,True,True,True,False,False,False,False,
Saeed Rahmani,00667.mp4,near-miss,Driving in Lane,PV cut-in,151,103,90,100,61,67.61986494804043,False,True,True,False,False,False,False,False,
Saeed Rahmani,00670.mp4,near-miss,Leaving Lane,Object,135,125,69.90476880809518,101,42,90,False,False,False,False,False,False,False,True,Ego going towards shoulder
Saeed Rahmani,00671.mp4,near-miss,Driving in Lane,PV braking / slower,117,119,90.0,117,38,90,False,False,False,True,False,False,False,False,
Saeed Rahmani,00674.mp4,near-miss,Driving in Lane,Other,116,114,90,169,66,90,False,False,False,True,False,False,False,False,Ego moving towards an object on the road (lane drop)
Saeed Rahmani,00678.mp4,near-miss,Driving in Lane,PV braking / slower,105,122,90,107,37,90,True,False,False,False,False,False,False,False,The camera is facing up and the target vehicle is barely visible.
Saeed Rahmani,00682.mp4,near-miss,Straight at intersection,Other vehicle on the adjacent lane,132,116,91.12330271407544,101,51,57.425942865427494,True,True,True,True,False,False,False,False,
Saeed Rahmani,00697.mp4,near-miss,Leaving Lane,RV @ target lane,150,73,111.80140948635182,96,112,90,True,True,False,False,False,False,False,False,
Saeed Rahmani,00702.mp4,near-miss,Driving in Lane,PV cut-in,108,123,90,118,36,90,False,False,False,False,False,False,False,True,
Saeed Rahmani,00710.mp4,near-miss,Straight at intersection,PV Slower / Braking / Stopped,94,121,90,95,44,90,False,True,True,True,False,False,False,False,
Saeed Rahmani,00715.mp4,near-miss,Straight at intersection,Other vehicle approaching from side,98,111,90,74,43,0.0,True,True,True,False,False,False,False,False,
Saeed Rahmani,00723.mp4,near-miss,Driving in Lane,PV cut-in,157,101,91.0809241866607,111,45,71.17528998175993,False,True,True,True,False,False,False,False,
Saeed Rahmani,00729.mp4,near-miss,Driving in Lane,PV braking / slower,165,120,90,85,70,90,False,False,False,False,False,False,False,True,
Saeed Rahmani,00733.mp4,near-miss,Leaving Lane,Other,165,120,90,85,70,90,False,False,True,False,False,False,False,False,Preceding vehicle moving to the same target line at the same time.
Saeed Rahmani,00734.mp4,near-miss,Driving in Lane,PV braking / slower,165,120,90,85,70,90,False,True,False,True,True,False,False,False,
Saeed Rahmani,00742.mp4,near-miss,Turning at intersection,Other vehicle approaching from front / opposite,157,108,132.27368900609375,88,39,270.0,False,True,False,True,True,False,False,False,
Saeed Rahmani,00769.mp4,near-miss,Driving in Lane,PV cut-in,97,106,90,137,44,118.21735585472932,False,True,True,True,False,False,False,False,
Saeed Rahmani,00783.mp4,near-miss,Straight at intersection,Other vehicle approaching from front / opposite,116,121,90,95,53,354.92039213998544,False,True,True,False,False,False,False,False,
Saeed Rahmani,00788.mp4,near-miss,Driving in Lane,Other,123,119,90.0,95,38,334.4400348281762,True,True,True,False,False,False,False,False,Anoth vehicle turning left of making u-turn from the opposite lane
Saeed Rahmani,00789.mp4,near-miss,Driving in Lane,Other,131,121,88.56790381583535,101,41,331.0735741647464,True,True,True,False,False,False,False,False,Vehicle on the oppsite lane making a left or u-turn in fron of the ego vehicle
Saeed Rahmani,00794.mp4,near-miss,Driving in Lane,PV cut-in,141,105,90,109,40,65.22485943116808,False,True,True,False,False,False,False,False,
Saeed Rahmani,00798.mp4,near-miss,Straight at intersection,Other vehicle on the adjacent lane,102,115,90,145,70,108.43494882292202,True,False,False,True,True,False,False,False,
