Video Name,Scenario Level 1,Scenario Level 2,Source
00422.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00423.mp4,Leaving Lane,SV @ target lane,R1_R2_Match
00424.mp4,Turning at intersection,PV Slower / Braking / Stopped,R1_R2_Match
00426.mp4,Driving in Lane,PV stopped,R1_R2_Match
00428.mp4,Turning at intersection,PV Slower / Braking / Stopped,R1_R2_Match
00434.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00435.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00437.mp4,Driving in Lane,PV stopped,R1_R2_Match
00440.mp4,Turning at intersection,PV Slower / Braking / Stopped,R1_R2_Match
00441.mp4,Driving in Lane,PV stopped,R1_R2_Match
00444.mp4,Driving in Lane,PV stopped,R1_R2_Match
00447.mp4,Turning at intersection,Other vehicle on the adjacent lane,R1_R2_Match
00449.mp4,Turning at intersection,Other vehicle approaching from side,R1_R2_Match
00450.mp4,Driving in Lane,PV stopped,R1_R2_Match
00452.mp4,Turning at intersection,PV Slower / Braking / Stopped,R1_R2_Match
00454.mp4,Leaving Lane,PV @ target lane,R1_R2_Match
00455.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00456.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00458.mp4,Straight at intersection,PV Slower / Braking / Stopped,R1_R2_Match
00461.mp4,Driving in Lane,PV braking / slower,R1_R2_Match
00464.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00469.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00471.mp4,Driving in Lane,PV braking / slower,R1_R2_Match
00473.mp4,Driving in Lane,PV braking / slower,R1_R2_Match
00474.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00479.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00480.mp4,Driving in Lane,PV stopped,R1_R2_Match
00481.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00485.mp4,Leaving Lane,PV @ target lane,R1_R2_Match
00486.mp4,Driving in Lane,PV stopped,R1_R2_Match
00487.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00488.mp4,Other,Add Comment,R1_R2_Match
00493.mp4,Leaving Lane,PV @ target lane,R1_R2_Match
00494.mp4,Turning at intersection,PV Slower / Braking / Stopped,R1_R2_Match
00495.mp4,Driving in Lane,PV stopped,R1_R2_Match
00496.mp4,Straight at intersection,PV Slower / Braking / Stopped,R1_R2_Match
00498.mp4,Turning at intersection,PV Slower / Braking / Stopped,R1_R2_Match
00500.mp4,Driving in Lane,PV stopped,R1_R2_Match
00501.mp4,Straight at intersection,PV Slower / Braking / Stopped,R1_R2_Match
00503.mp4,Driving in Lane,PV stopped,R1_R2_Match
00506.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00512.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00517.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00520.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00521.mp4,Turning at intersection,PV Slower / Braking / Stopped,R1_R2_Match
00522.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00523.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00526.mp4,Turning at intersection,Other vehicle approaching from front / opposite,R1_R2_Match
00527.mp4,Driving in Lane,PV stopped,R1_R2_Match
00528.mp4,Driving in Lane,PV stopped,R1_R2_Match
00530.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00534.mp4,Driving in Lane,PV stopped,R1_R2_Match
00537.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00540.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00542.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00543.mp4,Driving in Lane,PV stopped,R1_R2_Match
00544.mp4,Driving in Lane,PV stopped,R1_R2_Match
00547.mp4,Driving in Lane,PV stopped,R1_R2_Match
00549.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00550.mp4,Driving in Lane,PV stopped,R1_R2_Match
00553.mp4,Straight at intersection,Other vehicle approaching from front / opposite,R1_R2_Match
00556.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00557.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00560.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00562.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00564.mp4,Driving in Lane,PV stopped,R1_R2_Match
00567.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00570.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00573.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00574.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00577.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00579.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00580.mp4,Driving in Lane,Oncoming vehicle,R1_R2_Match
00583.mp4,Driving in Lane,PV braking / slower,R1_R2_Match
00585.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00586.mp4,Driving in Lane,PV stopped,R1_R2_Match
00587.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00588.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00590.mp4,Driving in Lane,PV braking / slower,R1_R2_Match
00596.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00599.mp4,Driving in Lane,PV stopped,R1_R2_Match
00600.mp4,Driving in Lane,PV stopped,R1_R2_Match
00601.mp4,Driving in Lane,PV stopped,R1_R2_Match
00602.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00603.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00605.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00607.mp4,Driving in Lane,PV cut-out,R1_R2_Match
00608.mp4,Driving in Lane,PV stopped,R1_R2_Match
00610.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00613.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00617.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00618.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00622.mp4,Driving in Lane,PV braking / slower,R1_R2_Match
00624.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00625.mp4,Driving in Lane,Other,R1_R2_Match
00629.mp4,Turning at intersection,Other vehicle approaching from front / opposite,R1_R2_Match
00633.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00634.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00637.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00639.mp4,Driving in Lane,PV braking / slower,R1_R2_Match
00640.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00641.mp4,Driving in Lane,PV stopped,R1_R2_Match
00642.mp4,Turning at intersection,PV Slower / Braking / Stopped,R1_R2_Match
00644.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00647.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00653.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00655.mp4,Turning at intersection,Other vehicle approaching from side,R1_R2_Match
00657.mp4,Straight at intersection,Other vehicle approaching from front / opposite,R1_R2_Match
00658.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00660.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00663.mp4,Leaving Lane,SV @ target lane,R1_R2_Match
00664.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00665.mp4,Turning at intersection,PV Slower / Braking / Stopped,R1_R2_Match
00668.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00669.mp4,Straight at intersection,Other,R1_R2_Match
00673.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00675.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00677.mp4,Straight at intersection,Other vehicle on the adjacent lane,R1_R2_Match
00683.mp4,Driving in Lane,Oncoming vehicle,R1_R2_Match
00684.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00686.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00687.mp4,Turning at intersection,Other vehicle on the adjacent lane,R1_R2_Match
00688.mp4,Straight at intersection,PV Slower / Braking / Stopped,R1_R2_Match
00690.mp4,Straight at intersection,Other vehicle approaching from front / opposite,R1_R2_Match
00691.mp4,Driving in Lane,PV braking / slower,R1_R2_Match
00692.mp4,Driving in Lane,PV braking / slower,R1_R2_Match
00693.mp4,Driving in Lane,Other,R1_R2_Match
00694.mp4,Turning at intersection,PV Slower / Braking / Stopped,R1_R2_Match
00695.mp4,Turning at intersection,Other vehicle on the adjacent lane,R1_R2_Match
00696.mp4,Straight at intersection,PV Slower / Braking / Stopped,R1_R2_Match
00698.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00699.mp4,Leaving Lane,SV @ target lane,R1_R2_Match
00700.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00701.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00703.mp4,Driving in Lane,PV braking / slower,R1_R2_Match
00704.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00705.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00707.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00709.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00712.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00713.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00714.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00719.mp4,Turning at intersection,PV Slower / Braking / Stopped,R1_R2_Match
00722.mp4,Driving in Lane,PV stopped,R1_R2_Match
00725.mp4,Driving in Lane,PV braking / slower,R1_R2_Match
00727.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00730.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00731.mp4,Driving in Lane,PV stopped,R1_R2_Match
00735.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00737.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00739.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00740.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00741.mp4,Straight at intersection,Other vehicle on the adjacent lane,R1_R2_Match
00744.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00745.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00747.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00748.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00750.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00751.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00753.mp4,Leaving Lane,PV @ target lane,R1_R2_Match
00754.mp4,Leaving Lane,PV @ target lane,R1_R2_Match
00755.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00757.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00758.mp4,Driving in Lane,Oncoming vehicle,R1_R2_Match
00761.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00762.mp4,Driving in Lane,PV stopped,R1_R2_Match
00763.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00765.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00766.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00771.mp4,Turning at intersection,PV Slower / Braking / Stopped,R1_R2_Match
00773.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00774.mp4,Turning at intersection,Other vehicle approaching from front / opposite,R1_R2_Match
00776.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00777.mp4,Driving in Lane,PV braking / slower,R1_R2_Match
00780.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00782.mp4,Turning at intersection,PV Slower / Braking / Stopped,R1_R2_Match
00784.mp4,Driving in Lane,PV braking / slower,R1_R2_Match
00785.mp4,Turning at intersection,Other vehicle approaching from side,R1_R2_Match
00787.mp4,Straight at intersection,PV Slower / Braking / Stopped,R1_R2_Match
00791.mp4,Turning at intersection,PV Slower / Braking / Stopped,R1_R2_Match
00792.mp4,Driving in Lane,PV braking / slower,R1_R2_Match
00793.mp4,Driving in Lane,PV stopped,R1_R2_Match
00802.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00803.mp4,Turning at intersection,PV Slower / Braking / Stopped,R1_R2_Match
00809.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00810.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00813.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00816.mp4,Driving in Lane,Oncoming vehicle,R1_R2_Match
00823.mp4,Driving in Lane,Oncoming vehicle,R1_R2_Match
00825.mp4,Turning at intersection,Other vehicle approaching from side,R1_R2_Match
00827.mp4,Other,Add Comment,R1_R2_Match
00828.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00830.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00831.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00832.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00833.mp4,Other,Add Comment,R1_R2_Match
00834.mp4,Driving in Lane,PV stopped,R1_R2_Match
00836.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00838.mp4,Driving in Lane,PV stopped,R1_R2_Match
00840.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00841.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00842.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00846.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00849.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00851.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00854.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00856.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00857.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00859.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00861.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00863.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00867.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00872.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00873.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00874.mp4,Driving in Lane,PV stopped,R1_R2_Match
00876.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00877.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00879.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00880.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00881.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00882.mp4,Driving in Lane,PV stopped,R1_R2_Match
00884.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00804.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00885.mp4,Straight at intersection,Other vehicle approaching from front / opposite,R1_R2_Match
00887.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00888.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00890.mp4,Straight at intersection,Other vehicle approaching from front / opposite,R1_R2_Match
00891.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00895.mp4,Straight at intersection,Other vehicle approaching from front / opposite,R1_R2_Match
00898.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00901.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00902.mp4,Straight at intersection,Other vehicle on the adjacent lane,R1_R2_Match
00903.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00905.mp4,Other,Add Comment,R1_R2_Match
00906.mp4,Turning at intersection,Other vehicle on the adjacent lane,R1_R2_Match
00909.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00910.mp4,Turning at intersection,PV Slower / Braking / Stopped,R1_R2_Match
00912.mp4,Driving in Lane,PV stopped,R1_R2_Match
00914.mp4,Driving in Lane,PV stopped,R1_R2_Match
00915.mp4,Driving in Lane,PV braking / slower,R1_R2_Match
00916.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00918.mp4,Turning at intersection,Other vehicle on the adjacent lane,R1_R2_Match
00923.mp4,Turning at intersection,Other vehicle approaching from side,R1_R2_Match
00926.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00927.mp4,Straight at intersection,Other vehicle on the adjacent lane,R1_R2_Match
00928.mp4,Driving in Lane,PV braking / slower,R1_R2_Match
00929.mp4,Straight at intersection,Other vehicle approaching from front / opposite,R1_R2_Match
00931.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00935.mp4,Driving in Lane,PV cut-in,R1_R2_Match
